Date,Vendor,Plant Location,Category,Material Type,Defect Type,Defect,Total Defect Qty,Total Downtime Minutes
03/01/2019,Livepath,Bruce Crossing,Electrical,Packaging,Rejected,String Defects,485779,3231
19/02/2019,Voonte,Cottonwood,Mechanicals,Raw Materials,No Impact,Inclomplete,220009,2579
01/10/2019,Browseblab,Clay,Logistics,Batteries,Impact,Bubbling,208475,1165
02/12/2018,Janyx,Clarksville,Mechanicals,Film,Rejected,No Adhesive,584054,817
22/06/2018,Fivespan,Weaverville,Materials & Components,Glass,No Impact,Split Seams,425028,4970
04/10/2018,Blognation,Climax,Electrical,Carton,Rejected,Printing Defects,737575,3460
08/10/2019,Buzzster,Henning,Materials & Components,Raw Materials,Rejected,Foreign Material,444286,3530
03/12/2018,Voolia,Weaverville,Packaging,Corrugate,Impact,Skewed,352892,4913
26/08/2019,Yoveo,Frazer,Mechanicals,Raw Materials,Rejected,Integrity Failure,400294,1513
01/01/2019,Divape,Bruce Crossing,Materials & Components,Raw Materials,Impact,Integrity Failure,602825,4315
09/09/2018,Rhynyx,Twin Rocks,Packaging,Corrugate,Rejected,Dimensions - Bad Finishing,614544,686
24/01/2018,Jabbersphere,Clay,Mechanicals,Corrugate,Rejected,Warping,374175,95
09/04/2019,Trudoo,Twin Rocks,Goods & Services,Corrugate,No Impact,Delamination,332671,2632
09/07/2019,Gabtype,Frazer,Materials & Components,Drives,No Impact,Misc,409649,1456
14/03/2018,Riffwire,Garwood,Materials & Components,Corrugate,No Impact,Liner Misalignment,610321,1378
09/09/2018,Voonyx,Barling,Mechanicals,Raw Materials,No Impact,Over/Under Fill,310146,4709
24/09/2018,Jaloo,Riverside,Packaging,Hardware,No Impact,Wrong Shade of Color,971598,2151
05/03/2019,Minyx,Charles City,Materials & Components,Raw Materials,Impact,Foreign Material,960388,855
29/06/2019,Realpoint,Barling,Packaging,Labels,Rejected,Wrong Registration,866039,2225
16/04/2019,Feedfire,Frazer,Materials & Components,Raw Materials,No Impact,No Slip Sheets,853040,1394
11/09/2019,Linktype,New Britain,Packaging,Corrugate,Rejected,Warping,710907,0
26/01/2018,Jazzy,Florence,Logistics,Controllers,No Impact,Warped,995806,1114
04/04/2018,Pixoboo,Bruce Crossing,Materials & Components,Glass,No Impact,Too Thin,27681,4506
30/04/2018,Zoomdog,Middletown,Packaging,Corrugate,Impact,Bad Seams,93089,3111
31/12/2018,Jazzy,Weaverville,Packaging,Corrugate,Impact,Delamination,48085,3461
22/10/2019,Geba,Savannah,Logistics,Electrolytes,Impact,Bad Fit,786170,161
31/08/2019,Skiba,Bruce Crossing,Goods & Services,Corrugate,Rejected,Warping,460481,3514
06/08/2019,Omba,Reading,Mechanicals,Raw Materials,No Impact,Not Certified,835309,4731
09/10/2018,Shufflebeat,Charles City,Packaging,Carton,Rejected,Inside Scoring,407710,810
18/08/2019,Browsetype,Charles City,Logistics,Corrugate,Impact,Errors in Packaging,728814,2733
25/09/2018,Blognation,Reading,Electrical,Corrugate,No Impact,Gap Variation,176346,1998
01/05/2018,Twitterbridge,Riverside,Materials & Components,Glass,No Impact,Stones and Sand,75346,471
16/10/2019,Topiczoom,June Lake,Materials & Components,Glass,No Impact,Foreign Objects,996366,1130
29/03/2018,Voomm,Riverside,Mechanicals,Raw Materials,No Impact,Inclomplete,480383,455
08/03/2018,Twiyo,Bruce Crossing,Materials & Components,Glass,No Impact,Bad Bearings,848889,2526
29/06/2018,Voolia,Florence,Logistics,Corrugate,No Impact,Bad Seams,676248,4733
24/08/2019,Tazzy,Savannah,Mechanicals,Carton,No Impact,Misc,470912,3034
17/02/2019,Meedoo,Henning,Packaging,Labels,Impact,Wrinkles / Scratches/ Scuffing,769414,2064
20/04/2018,Fivebridge,Middletown,Logistics,Corrugate,Impact,Bad Seams,644088,3477
07/07/2019,Fivechat,Florence,Logistics,Corrugate,Impact,Wrong  Size,591359,4277
25/11/2019,Roombo,Charles City,Goods & Services,Raw Materials,Rejected,Misc,134001,1574
01/06/2018,Leenti,New Britain,Packaging,Electrolytes,Impact,Bad Fit,32205,3941
26/08/2018,Skivee,Bruce Crossing,Goods & Services,Film,Impact,Print Impression,354033,1824
18/01/2018,Eabox,Weaverville,Goods & Services,Corrugate,Impact,Bad Seams,405692,3744
28/09/2019,Plajo,Prescott,Packaging,Carton,Impact,Wrong Fasteners,979533,1318
03/09/2018,Topicware,Frazer,Materials & Components,Labels,No Impact,Wrong Label,798433,2921
31/08/2019,Tekfly,Chesaning,Mechanicals,Raw Materials,No Impact,Not Certified,250428,4169
18/11/2018,Quimm,De Ruyter,Mechanicals,Raw Materials,Rejected,Holes,560096,2163
29/01/2019,Centidel,Cottonwood,Logistics,Labels,No Impact,Bad Labels,253909,1119
30/11/2019,Abatz,De Ruyter,Materials & Components,Raw Materials,No Impact,Integrity Failure,340236,678
16/09/2019,Skyvu,Waldoboro,Packaging,Raw Materials,Impact,Misc,108813,3329
29/05/2018,Topiczoom,Climax,Logistics,Batteries,No Impact,Warped,650549,3511
16/01/2019,Yakitri,Riverside,Logistics,Molds,Impact,Top Too Small,768496,918
05/12/2018,Centizu,Prescott,Electrical,Carton,Rejected,Printing Defects,169456,2408
02/07/2019,Photobug,Frazer,Logistics,Batteries,No Impact,Print Problems,563566,4296
01/02/2018,Jaxspan,Frazer,Logistics,Labels,Impact,Print Off Center,28649,2735
14/09/2018,Skyvu,Garwood,Packaging,Labels,Impact,Too Much Chemicals,363300,4200
24/09/2019,Brainsphere,Climax,Goods & Services,Carton,Rejected,Poor Seam,137895,4108
20/03/2018,Fivebridge,Barling,Mechanicals,Controllers,No Impact,Wrong Tails,816290,1930
30/08/2019,Kwideo,Barling,Logistics,Controllers,Impact,Foreign objects found,175658,1338
07/10/2018,Brightbean,Charles City,Mechanicals,Corrugate,Impact,Material Handling/ Shipping Requirements Error,878493,4586
08/11/2019,Aivee,Climax,Mechanicals,Film,Rejected,Failed Tension Test,598930,1532
02/10/2018,Skimia,Frazer,Mechanicals,Raw Materials,No Impact,Inclomplete,481547,2248
13/01/2019,Eabox,Twin Rocks,Goods & Services,Corrugate,Impact,Gap Variation,655696,2832
04/10/2019,Brightdog,Florence,Mechanicals,Raw Materials,No Impact,Not Certified,578709,3116
13/11/2019,Twitterlist,Weaverville,Mechanicals,Raw Materials,No Impact,Damaged Secondary Packaging,193024,667
02/02/2018,Flashpoint,Hingham,Mechanicals,Raw Materials,No Impact,Inclomplete,422634,4063
17/09/2019,Vipe,Bruce Crossing,Logistics,Electrolytes,Rejected,Wrong Shade of Color,559480,3523
23/02/2018,Riffwire,Cottonwood,Mechanicals,Raw Materials,Rejected,Damaged in Transit,439907,3974
30/10/2019,Bubblemix,Twin Rocks,Packaging,Corrugate,Impact,Misc,304181,754
25/08/2018,Devbug,June Lake,Packaging,Corrugate,Impact,Bad Seams,172056,2889
01/05/2018,Zoomlounge,Climax,Packaging,Corrugate,Impact,Gap Variation,611984,3163
27/09/2019,Tekfly,Weaverville,Logistics,Film,Rejected,Misc,377919,3156
09/12/2019,Fiveclub,Henning,Mechanicals,Raw Materials,Rejected,Contamination,225181,700
04/12/2018,Leexo,Charlevoix,Materials & Components,Labels,Impact,Wrong Ink,734524,700
16/03/2019,Yakitri,De Ruyter,Logistics,Labels,No Impact,Wrong Ink,838587,2086
17/10/2019,Meemm,Henning,Logistics,Corrugate,Rejected,Wrong Fasteners,131190,1519
23/12/2018,Flipbug,Climax,Mechanicals,Composites,Rejected,Wrong Shade of Color,345200,2965
04/11/2019,Browsecat,Garwood,Mechanicals,Raw Materials,No Impact,Not Certified,203898,1654
06/08/2019,Rhyloo,Climax,Packaging,Corrugate,Impact,Folding - Wrong Crease,964797,8
18/03/2018,Fadeo,Chatham,Materials & Components,Labels,No Impact,Slitting Erorrs,283635,4366
13/07/2019,Twitternation,Twin Rocks,Packaging,Electrolytes,Rejected,Misc,201391,373
21/10/2018,Yodel,Prescott,Packaging,Hardware,Impact,No Fill,297336,3206
09/12/2018,Ntag,Chatham,Packaging,Raw Materials,No Impact,Not Cleaned,25656,762
02/07/2019,Topicblab,Cottonwood,Mechanicals,Raw Materials,No Impact,Not Certified,914009,883
02/01/2019,Dynabox,Chesaning,Mechanicals,Composites,Rejected,Foreign objects found,462525,2986
15/02/2018,Vinte,Hingham,Materials & Components,Raw Materials,No Impact,Out of Spec,377319,4616
07/05/2019,Pixonyx,Chatham,Logistics,Corrugate,Impact,Delamination,15670,1686
12/07/2019,Feedfire,Barling,Logistics,Film,Rejected,Expired,909228,2024
29/10/2019,Babbleset,Hingham,Mechanicals,Raw Materials,No Impact,Bad Parameters,353966,2089
18/01/2018,Plajo,Bruce Crossing,Mechanicals,Raw Materials,No Impact,Inclomplete,511747,2059
10/08/2019,Skipfire,Barling,Logistics,Film,No Impact,Expired,685566,2012
25/02/2019,Latz,Frazer,Logistics,Controllers,No Impact,Warped,425228,1152
07/11/2018,Brightdog,Henning,Packaging,Raw Materials,No Impact,Foreign Material,924282,2482
11/04/2018,Realmix,Climax,Packaging,Corrugate,Impact,Delamination,516192,346
01/03/2018,Yambee,Westside,Logistics,Corrugate,No Impact,Gap Variation,786643,2067
25/02/2018,Topicware,Jordan Valley,Mechanicals,Raw Materials,Impact,Out of Spec,807249,2910
10/09/2018,Linklinks,Charles City,Mechanicals,Corrugate,Rejected,Warping,899436,1072
09/04/2018,Trunyx,Climax,Mechanicals,Controllers,Rejected,Misc,756620,145
20/04/2019,Centidel,Henning,Logistics,Drives,No Impact,Misc,359148,1096
11/02/2019,Roombo,Charlevoix,Logistics,Controllers,Impact,Warped,648357,3536
28/05/2018,Agimba,Henning,Logistics,Carton,No Impact,Printing Defects,856495,523
26/09/2018,Blogspan,Twin Rocks,Logistics,Corrugate,No Impact,False scores,293063,1514
08/03/2019,Gabtype,Frazer,Logistics,Raw Materials,No Impact,Not Certified,49926,96
15/10/2019,Reallinks,Westside,Mechanicals,Raw Materials,No Impact,Bad Parameters,899261,952
16/10/2019,Tagopia,Chatham,Logistics,Labels,Impact,Cut Box,492622,611
27/10/2019,Muxo,June Lake,Mechanicals,Raw Materials,No Impact,Bad Parameters,828165,3364
16/01/2018,Tagpad,Frazer,Mechanicals,Composites,Impact,Mixed Product,290360,4340
05/11/2018,Cogilith,Jordan Valley,Logistics,Batteries,Impact,Bad Print,776686,4911
15/07/2019,Skipstorm,Charles City,Logistics,Controllers,Impact,Warped,994110,4116
13/09/2019,Devshare,Charles City,Logistics,Batteries,Rejected,Misc,983225,1956
23/01/2018,Eamia,Bruce Crossing,Materials & Components,Corrugate,Rejected,Print defects,73194,1265
17/01/2018,Abata,De Ruyter,Materials & Components,Raw Materials,Impact,Foreign Material,79596,3673
07/05/2019,Zoombox,Middletown,Mechanicals,Film,No Impact,Misc,502758,329
04/10/2018,Tagopia,Clarksville,Mechanicals,Drives,Rejected,Holes in Material,644607,1989
12/04/2019,Demimbu,Weaverville,Logistics,Corrugate,Impact,Scrap attached,793964,2645
05/08/2019,Talane,Westside,Mechanicals,Raw Materials,No Impact,Not Certified,158449,3107
19/05/2018,Cogilith,Riverside,Mechanicals,Labels,No Impact,Film Not Sealing,827731,1120
05/03/2019,Skajo,De Ruyter,Logistics,Corrugate,Impact,Bad Seams,404885,1542
05/04/2018,Rooxo,Prescott,Mechanicals,Film,Rejected,Splice,961566,3634
13/11/2019,Riffwire,Frazer,Materials & Components,Molds,Impact,Incorrect Dimensions,462954,2140
20/12/2018,Yozio,Bruce Crossing,Packaging,Raw Materials,No Impact,Integrity Failure,142601,3376
24/04/2019,Dazzlesphere,Waldoboro,Materials & Components,Raw Materials,No Impact,Damaged Secondary Packaging,727446,2272
30/08/2019,Skaboo,Jordan Valley,Mechanicals,Raw Materials,Rejected,Out of Spec,962393,2723
18/03/2019,Zoomdog,Ripton,Logistics,Film,Rejected,Seams,641264,158
16/01/2018,Eidel,Savannah,Mechanicals,Raw Materials,Rejected,Wrong material,311741,4969
24/05/2019,Abatz,Riverside,Logistics,Corrugate,Impact,Wrong Fasteners,436704,2432
04/06/2019,Wikido,Waldoboro,Packaging,Raw Materials,Rejected,Wrong Labeling,985216,4036
14/10/2018,Dazzlesphere,Florence,Mechanicals,Composites,Rejected,Print Problems,340163,181
04/09/2018,Yata,Henning,Packaging,Corrugate,Impact,Bad Seams,195047,64
18/03/2018,Edgeblab,Hingham,Mechanicals,Raw Materials,No Impact,Inclomplete,236118,241
05/07/2019,Dazzlesphere,Prescott,Logistics,Drives,Impact,Misc,984230,4418
07/09/2019,Voonder,Barling,Packaging,Raw Materials,No Impact,Wrong Shade of Color,523779,4302
29/11/2018,Tagfeed,Barling,Packaging,Corrugate,Rejected,Bad Seams,547727,2169
31/08/2019,Jabberbean,Ripton,Packaging,Corrugate,Rejected,False scores,512922,4111
02/01/2019,Youspan,Jordan Valley,Packaging,Corrugate,Impact,Gap Variation,814628,4975
20/08/2018,Flashspan,Henning,Logistics,Corrugate,Impact,Bad Seams,670322,1862
09/03/2019,Yozio,Jordan Valley,Mechanicals,Film,No Impact,Expired,920433,13
02/01/2018,Twiyo,Twin Rocks,Materials & Components,Glass,No Impact,Bad Bearings,722449,743
11/08/2018,Roombo,Waldoboro,Materials & Components,Glass,No Impact,Broken Glass,321757,4694
24/03/2019,Skinder,Jordan Valley,Mechanicals,Film,Rejected,Split Seams,680317,535
14/01/2018,Meedoo,Prescott,Materials & Components,Drives,No Impact,Holes,682509,2216
15/01/2019,Jabbertype,Ripton,Logistics,Composites,Impact,Tubs Stuck,745599,2048
19/02/2019,Vitz,Jordan Valley,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,446895,4177
28/11/2018,Bubblebox,Reading,Packaging,Labels,Impact,Wrong Registration,142080,1551
11/04/2018,Latz,Florence,Logistics,Corrugate,No Impact,Bad Seams,303075,1922
04/04/2018,Brainverse,Climax,Materials & Components,Raw Materials,No Impact,Inclomplete,224013,4352
22/02/2019,Jabberstorm,Middletown,Mechanicals,Raw Materials,No Impact,Inclomplete,385673,1603
16/09/2018,Tekfly,De Ruyter,Logistics,Raw Materials,Impact,No Sealing,344445,3833
26/03/2019,Bubbletube,Clarksville,Packaging,Corrugate,Rejected,Bad Seams,496684,3528
04/03/2019,Realbuzz,Barling,Electrical,Carton,Rejected,Printing Defects,901413,2264
27/10/2019,Shuffledrive,Bloomingdale,Mechanicals,Raw Materials,No Impact,Bad Parameters,792185,4530
27/11/2018,Thoughtstorm,Middletown,Electrical,Carton,Rejected,Cracked,337734,1114
28/05/2018,Shufflebeat,Chesaning,Logistics,Molds,Rejected,Wrong Parts,392962,2035
26/05/2019,Eidel,Clay,Packaging,Corrugate,No Impact,Liner Misalignment,86576,2927
10/02/2018,Kanoodle,Ripton,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,176857,804
09/04/2019,Ozu,Florence,Mechanicals,Film,Rejected,Slitting Erorrs,963346,727
29/10/2018,Cogilith,Barling,Mechanicals,Corrugate,Impact,Folding - Wrong Crease,363105,3335
10/01/2019,Tavu,Charles City,Goods & Services,Corrugate,Impact,Gap Variation,564204,2913
20/01/2019,Jamia,Savannah,Packaging,Molds,Rejected,Bulging Packaging,345817,3258
01/10/2019,Realmix,Clarksville,Packaging,Molds,Impact,Mixed Product,337194,4582
02/01/2019,Buzzshare,Cottonwood,Mechanicals,Labels,No Impact,Film Not Sealing,860995,4789
01/02/2019,Skyvu,Riverside,Packaging,Corrugate,Impact,Delamination,357860,3550
20/03/2018,Edgeblab,New Britain,Mechanicals,Labels,Rejected,Split Seams,258911,2652
16/12/2018,Oozz,Bruce Crossing,Mechanicals,Raw Materials,Rejected,Misc,323797,491
15/02/2018,Livepath,Jordan Valley,Materials & Components,Raw Materials,No Impact,Wrong Specifications,285651,1447
27/02/2019,Avamm,Charlevoix,Mechanicals,Raw Materials,No Impact,Over/Under Fill,482164,1423
13/03/2018,Izio,Twin Rocks,Electrical,Carton,Rejected,Printing Defects,974415,2917
04/12/2018,Voonder,Savannah,Materials & Components,Raw Materials,No Impact,Inclomplete,288057,801
12/10/2019,Izio,Westside,Mechanicals,Raw Materials,No Impact,Not Certified,386728,406
08/12/2019,Yotz,Clay,Mechanicals,Raw Materials,No Impact,Not Certified,740287,2994
10/10/2018,Centimia,Riverside,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,253447,571
28/10/2018,Leenti,Waldoboro,Packaging,Electrolytes,No Impact,Mixed Parts,925664,2860
28/11/2018,Vinder,Twin Rocks,Logistics,Batteries,No Impact,Warped,719093,4403
21/08/2018,Skipstorm,Barling,Materials & Components,Glass,Impact,Scratched Glass,184620,2386
15/09/2019,Feedfish,Cottonwood,Mechanicals,Raw Materials,Rejected,Foreign Material,281479,3178
07/02/2019,Blogtag,June Lake,Packaging,Carton,Rejected,Sealed Together Internally,87957,762
26/08/2019,Yakidoo,Weaverville,Mechanicals,Carton,No Impact,Misc,199219,835
31/08/2019,Yamia,Jordan Valley,Packaging,Corrugate,No Impact,Poor Pairing,638959,845
04/02/2019,Feedfish,Hingham,Logistics,Raw Materials,No Impact,Inclomplete,344447,4144
03/04/2018,Skinix,Bruce Crossing,Logistics,Batteries,No Impact,Warped,623510,316
17/01/2018,Oozz,Bruce Crossing,Materials & Components,Film,Impact,No Print,490553,1144
05/11/2018,Brainverse,Westside,Packaging,Raw Materials,No Impact,Incorrect Labeling,68474,3433
17/01/2018,Devify,Prescott,Materials & Components,Film,No Impact,No Print,142120,4150
22/12/2019,Browsecat,Riverside,Mechanicals,Labels,No Impact,Missing Labels,149545,2157
06/01/2019,Twitterbeat,De Ruyter,Logistics,Controllers,No Impact,Bad Print,678435,1021
30/10/2018,Skyble,Bloomingdale,Mechanicals,Composites,Rejected,Bad Tiles,25365,2361
15/10/2019,Brainverse,Bloomingdale,Mechanicals,Raw Materials,Impact,Bad Parameters,542712,1140
02/06/2018,InnoZ,Savannah,Mechanicals,Raw Materials,Rejected,Foreign Material,812458,2781
07/10/2019,Bubbletube,June Lake,Logistics,Film,Impact,Wrong Makeup,322727,3498
16/12/2018,Yata,Waldoboro,Logistics,Corrugate,Impact,Gap Variation,922126,3334
11/06/2018,Yata,Westside,Mechanicals,Carton,No Impact,Printing Defects,958134,2663
12/12/2018,Realmix,Westside,Logistics,Corrugate,Impact,Bad Seams,160792,1752
07/05/2019,Skajo,Middletown,Logistics,Corrugate,Impact,Corrugate Falling Apart,214130,3131
08/01/2018,Aimbu,Westside,Packaging,Carton,Rejected,Unsealed Cartons,341873,4293
23/06/2019,Yata,Chatham,Materials & Components,Electrolytes,No Impact,Misc,872920,1468
28/09/2019,Oyope,Westside,Mechanicals,Carton,Rejected,Wrong Shade of Color,882621,404
24/02/2018,Eazzy,Charlevoix,Mechanicals,Raw Materials,No Impact,Damaged in Transit,466180,3916
19/07/2019,Kwideo,Reading,Logistics,Corrugate,Rejected,Poor Pairing,254677,3583
01/03/2019,Divape,Twin Rocks,Packaging,Carton,Impact,Inside Scoring,385122,507
18/12/2018,Feedfire,Climax,Mechanicals,Labels,Rejected,Misc,45113,4395
27/12/2018,Jabberstorm,Clay,Logistics,Corrugate,Impact,Wrong  Size,974481,4381
10/12/2019,Roomm,Clay,Mechanicals,Raw Materials,No Impact,Not Certified,328551,3504
26/10/2019,Brainverse,Garwood,Mechanicals,Carton,Rejected,Wrong Cut,209701,3982
09/04/2019,Jabbertype,Reading,Goods & Services,Raw Materials,Impact,Dimensions Wrong,756994,2791
02/11/2019,Rhyzio,Henning,Packaging,Film,Rejected,Wrong Shade of Color,576571,3452
17/07/2018,Avamba,New Britain,Packaging,Corrugate,Impact,Skewed,593409,357
14/09/2019,Realbridge,Hingham,Logistics,Batteries,No Impact,Misc,632109,4684
27/08/2018,Trudoo,Henning,Mechanicals,Corrugate,Impact,Warping,806155,4685
21/02/2018,Feedmix,De Ruyter,Mechanicals,Raw Materials,No Impact,Not Cleaned,805811,4466
23/12/2019,Oba,Ripton,Goods & Services,Film,Rejected,Slitting Erorrs,409992,3645
28/03/2018,Tagpad,Savannah,Logistics,Batteries,No Impact,Warped,887248,3472
14/08/2018,Feedfish,Clay,Mechanicals,Raw Materials,Rejected,Matts,645367,668
01/12/2019,Vipe,Garwood,Mechanicals,Controllers,Rejected,Foreign objects found,489987,747
22/02/2018,Meevee,Henning,Materials & Components,Electrolytes,Rejected,Incorrect Material,81966,599
10/05/2019,Kayveo,Henning,Packaging,Film,Rejected,Expired,658811,3311
01/01/2019,Aivee,Frazer,Logistics,Batteries,No Impact,Tubs Stuck,43279,1793
04/06/2018,Thoughtbridge,Hingham,Mechanicals,Labels,Impact,Slitting Erorrs,239107,3678
18/03/2018,Bubbletube,Climax,Mechanicals,Controllers,No Impact,Wrong Tails,514580,2964
02/11/2019,Kare,Chesaning,Mechanicals,Raw Materials,Rejected,Wrong Shade of Color,733088,831
16/01/2019,Gabspot,Cottonwood,Mechanicals,Raw Materials,No Impact,Foreign Material,206319,1827
16/04/2018,Fliptune,Cottonwood,Logistics,Batteries,Impact,Warped,512435,2535
23/12/2018,Jetpulse,June Lake,Mechanicals,Controllers,No Impact,Warped,736527,756
11/08/2018,Gabtype,Florence,Logistics,Electrolytes,No Impact,Short Valves,946608,3201
13/09/2019,Skipstorm,Climax,Logistics,Raw Materials,No Impact,Bad Parameters,396759,1710
09/01/2018,Quimm,Prescott,Packaging,Corrugate,Rejected,Dimensions - Bad Finishing,589485,4116
04/02/2019,Bubblemix,Henning,Logistics,Batteries,No Impact,Misc,88118,4937
03/06/2019,Photobean,Bruce Crossing,Materials & Components,Labels,No Impact,Wrong Label,658399,891
23/06/2019,Dazzlesphere,Riverside,Goods & Services,Carton,Impact,Poor Seam,377559,4917
06/01/2019,Brightdog,Waldoboro,Packaging,Corrugate,Impact,Bad Seams,557898,1292
16/12/2019,Mybuzz,Twin Rocks,Materials & Components,Film,No Impact,Failed Tension Test,660990,1800
10/11/2019,Browseblab,Chatham,Logistics,Electrolytes,Rejected,Short Walls,722635,4863
30/04/2018,Edgepulse,De Ruyter,Packaging,Corrugate,Impact,Print defects,65908,4113
08/04/2019,Aivee,Bloomingdale,Electrical,Corrugate,Rejected,Bad Seams,82404,1675
09/07/2018,Zazio,Waldoboro,Packaging,Electrolytes,Impact,Mixed Parts,480211,4397
01/02/2019,Plajo,Cottonwood,Logistics,Corrugate,No Impact,Bad Seams,445681,2261
30/12/2019,Linkbridge,Reading,Logistics,Corrugate,Impact,Wrong Fasteners,285775,741
14/04/2019,Kare,Westside,Materials & Components,Raw Materials,No Impact,No Slip Sheets,829524,1018
20/04/2019,Leexo,Prescott,Logistics,Film,No Impact,Wrong Ink,757871,1955
07/01/2018,Thoughtbeat,Hingham,Logistics,Corrugate,No Impact,Gap Variation,739897,3440
17/07/2018,Gabvine,Chesaning,Goods & Services,Film,Impact,Damaged Rolls,916494,4052
24/09/2019,Edgeblab,Ripton,Mechanicals,Raw Materials,No Impact,Not Certified,357619,985
03/01/2018,Midel,Jordan Valley,Mechanicals,Raw Materials,No Impact,Foreign Material,809048,796
12/08/2019,Dazzlesphere,Chatham,Goods & Services,Controllers,Rejected,Wrong Tails,977894,4731
29/01/2019,Zoombeat,Bruce Crossing,Mechanicals,Raw Materials,Rejected,Misc,651887,3371
23/10/2019,Photojam,Chatham,Logistics,Batteries,Rejected,Print Problems,212293,4784
30/10/2019,Browsetype,Jordan Valley,Mechanicals,Raw Materials,No Impact,Not Certified,640750,4063
03/03/2019,Avamm,Riverside,Packaging,Corrugate,Rejected,Scrap attached,520354,4351
20/02/2019,Eidel,June Lake,Mechanicals,Raw Materials,No Impact,Inclomplete,535504,3041
30/11/2019,Dabshots,Savannah,Logistics,Controllers,Impact,Dimensions Wrong,746211,4283
11/11/2018,Feednation,Middletown,Logistics,Electrolytes,No Impact,Bad Fit,407083,3816
24/08/2019,Skinder,Hingham,Mechanicals,Raw Materials,Rejected,Integrity Failure,436158,1077
22/03/2019,Photobean,June Lake,Mechanicals,Raw Materials,No Impact,Not Certified,29246,1363
27/05/2018,Riffwire,Twin Rocks,Logistics,Batteries,Impact,Warped,289685,2559
02/12/2019,Quamba,New Britain,Logistics,Controllers,Rejected,Warped,722678,4740
11/05/2018,Feednation,Garwood,Logistics,Corrugate,Impact,Gap Variation,564341,3112
24/01/2018,Bluezoom,Cottonwood,Packaging,Corrugate,Impact,Bad Seams,558303,2331
15/08/2018,Twitterwire,De Ruyter,Mechanicals,Raw Materials,No Impact,Foreign Material,236880,3724
28/09/2018,Gigazoom,Waldoboro,Mechanicals,Raw Materials,No Impact,Inclomplete,279964,1133
06/04/2018,Muxo,Riverside,Logistics,Electrolytes,No Impact,Incorrect Dimensions,38563,1373
27/09/2019,Brainbox,Climax,Logistics,Controllers,Rejected,Warped,776733,3321
10/07/2018,Fiveclub,Bloomingdale,Materials & Components,Film,No Impact,Misc,970612,4462
07/10/2019,Linktype,Clay,Materials & Components,Electrolytes,Impact,Deformed Parts,530366,3051
18/03/2018,Skinder,De Ruyter,Materials & Components,Raw Materials,No Impact,Foreign Material,697225,2142
30/06/2018,Brightbean,Charles City,Goods & Services,Film,Impact,Expired,428047,3144
15/12/2019,Camimbo,Prescott,Materials & Components,Glass,Rejected,No Close,344616,691
07/05/2018,Mybuzz,Hingham,Mechanicals,Raw Materials,Rejected,Out of Spec,424456,2111
19/05/2019,Buzzdog,Florence,Logistics,Corrugate,Impact,Wrong Fasteners,670646,3190
17/06/2019,Zazio,Chesaning,Mechanicals,Film,Rejected,Damaged Rolls,53095,4837
28/10/2018,Trilith,Hingham,Packaging,Electrolytes,Impact,Open Caps,635270,1170
16/06/2019,Browsebug,Ripton,Logistics,Corrugate,Impact,Corrugate Falling Apart,65069,2561
22/11/2018,Ntag,Westside,Logistics,Corrugate,Impact,Wrong Horizontal Scores,362447,917
05/03/2018,Gabvine,Charles City,Logistics,Batteries,Impact,Bad Print,11746,578
12/10/2019,Twitterbridge,Bruce Crossing,Packaging,Molds,Rejected,Other,785585,2265
21/05/2019,Livetube,Cottonwood,Packaging,Carton,No Impact,Misc,949126,3649
29/11/2018,Agimba,Hingham,Packaging,Labels,Impact,Wrong Registration,871040,4184
01/11/2018,Twinder,Riverside,Mechanicals,Carton,Rejected,Wrong Flaps,521088,503
01/09/2018,Twitterlist,Prescott,Logistics,Corrugate,Impact,Overlapping Seam,520281,192
05/10/2019,Flashspan,Garwood,Mechanicals,Raw Materials,No Impact,Bad Parameters,768192,56
15/01/2019,Voomm,Prescott,Mechanicals,Raw Materials,No Impact,Inclomplete,145483,2640
22/07/2018,Camido,June Lake,Logistics,Mechanicals,Impact,Too Stiff,322956,2774
22/04/2019,Twitterbridge,Henning,Logistics,Corrugate,Impact,Bad Seams,560055,4460
17/10/2018,Photojam,Bloomingdale,Mechanicals,Labels,Impact,Creases / Wrinkles,92577,1326
11/03/2018,Jabbertype,Westside,Materials & Components,Raw Materials,No Impact,Inclomplete,952943,221
14/06/2019,Dabfeed,Riverside,Packaging,Raw Materials,Rejected,Integrity Failure,531220,2974
31/08/2019,Feedspan,Jordan Valley,Logistics,Controllers,Impact,Warped,493913,419
21/11/2018,Browsezoom,Frazer,Packaging,Corrugate,Impact,False scores,393865,518
05/06/2018,Eamia,Savannah,Mechanicals,Raw Materials,Rejected,Foreign Material,427803,2704
29/11/2018,Jabberbean,Climax,Logistics,Corrugate,Impact,Bad Seams,258849,3379
01/09/2019,Skidoo,Clay,Logistics,Corrugate,Impact,Poor Pairing,98662,2550
24/12/2018,Oyope,Barling,Mechanicals,Labels,Impact,No Adhesive,429626,166
27/05/2018,Bluejam,Waldoboro,Packaging,Film,Impact,Slitting Erorrs,995297,1884
20/10/2019,Devshare,Twin Rocks,Mechanicals,Raw Materials,Impact,Matts,327288,4564
